checking,duration,credit_history,purpose,credit_amount,savings,employment,installment_rate,personal_status,other_debtors,residence,property,age,other_installments,housing,existing_credits,job,dependents,telephone,foreign,target
No checking account,15,Delay in past,Used car,3594,<100 DM,<1 year,1,Female: divorced/separated/married,None,2,Building society/life insurance,46,None,Own,2,Unskilled resident,1,None,Yes,Good
0–200 DM,9,Existing paid duly,New car,3195,Unknown/no savings,1–4 years,1,Female: divorced/separated/married,None,2,Real estate,33,None,Own,1,Unskilled resident,1,None,Yes,Good
No checking account,36,Delay in past,Radio/TV,4454,<100 DM,1–4 years,4,Female: divorced/separated/married,None,4,Real estate,34,None,Own,2,Skilled employee/official,1,None,Yes,Good
0–200 DM,24,Critical/other existing credits,Furniture/equipment,4736,<100 DM,<1 year,2,Female: divorced/separated/married,None,4,Car/other,25,Bank,Own,1,Unskilled resident,1,None,Yes,Bad
0–200 DM,30,Existing paid duly,Radio/TV,2991,Unknown/no savings,>=7 years,2,Female: divorced/separated/married,None,4,Car/other,25,None,Own,1,Skilled employee/official,1,None,Yes,Good
No checking account,11,Existing paid duly,Business,2142,>=1000 DM,>=7 years,1,Male: divorced/separated,None,2,Real estate,28,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
< 0 DM,24,All paid,Business,3161,<100 DM,1–4 years,4,Male: single,None,2,Building society/life insurance,31,None,Rent,1,Skilled employee/official,1,Yes,Yes,Bad
0–200 DM,48,No credits/all paid,Other,18424,<100 DM,1–4 years,1,Female: divorced/separated/married,None,2,Building society/life insurance,32,Bank,Own,1,Management/self-employed/highly qualified,1,Yes,No,Bad
No checking account,10,Existing paid duly,Used car,2848,100–500 DM,1–4 years,1,Male: single,Co-applicant,2,Real estate,32,None,Own,1,Skilled employee/official,2,None,Yes,Good
< 0 DM,6,Existing paid duly,New car,14896,<100 DM,>=7 years,1,Male: single,None,4,Unknown/no property,68,Bank,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Bad
< 0 DM,24,Existing paid duly,Furniture/equipment,2359,100–500 DM,Unemployed,1,Male: divorced/separated,None,1,Building society/life insurance,33,None,Own,1,Skilled employee/official,1,None,Yes,Bad
< 0 DM,24,Existing paid duly,Furniture/equipment,3345,<100 DM,>=7 years,4,Male: single,None,2,Building society/life insurance,39,None,Rent,1,Management/self-employed/highly qualified,1,Yes,Yes,Bad
No checking account,18,Critical/other existing credits,Furniture/equipment,1817,<100 DM,1–4 years,4,Female: divorced/separated/married,None,2,Unknown/no property,28,None,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,48,Delay in past,Radio/TV,12749,500–1000 DM,4–7 years,4,Male: single,None,1,Car/other,37,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
< 0 DM,9,Existing paid duly,Radio/TV,1366,<100 DM,<1 year,3,Female: divorced/separated/married,None,4,Building society/life insurance,22,None,Rent,1,Skilled employee/official,1,None,Yes,Bad
0–200 DM,12,Existing paid duly,New car,2002,<100 DM,4–7 years,3,Male: single,None,4,Building society/life insurance,30,None,Rent,1,Skilled employee/official,2,Yes,Yes,Good
< 0 DM,24,All paid,Furniture/equipment,6872,<100 DM,<1 year,2,Male: divorced/separated,None,1,Building society/life insurance,55,Bank,Own,1,Skilled employee/official,1,Yes,Yes,Bad
< 0 DM,12,All paid,New car,697,<100 DM,<1 year,4,Male: single,None,2,Car/other,46,Bank,Own,2,Skilled employee/official,1,Yes,Yes,Bad
< 0 DM,18,Critical/other existing credits,Furniture/equipment,1049,<100 DM,<1 year,4,Female: divorced/separated/married,None,4,Building society/life insurance,21,None,Rent,1,Skilled employee/official,1,None,Yes,Good
< 0 DM,48,Existing paid duly,Used car,10297,<100 DM,4–7 years,4,Male: single,None,4,Unknown/no property,39,Stores,For free,3,Skilled employee/official,2,Yes,Yes,Bad
No checking account,30,Existing paid duly,Radio/TV,1867,Unknown/no savings,>=7 years,4,Male: single,None,4,Car/other,58,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
< 0 DM,12,Delay in past,New car,1344,<100 DM,1–4 years,4,Male: single,None,2,Real estate,43,None,Own,2,Unskilled resident,2,None,Yes,Good
< 0 DM,24,Existing paid duly,Furniture/equipment,1747,<100 DM,<1 year,4,Male: single,Co-applicant,1,Building society/life insurance,24,None,Own,1,Unskilled resident,1,None,No,Good
0–200 DM,9,Existing paid duly,Radio/TV,1670,<100 DM,<1 year,4,Female: divorced/separated/married,None,2,Car/other,22,None,Own,1,Skilled employee/official,1,Yes,Yes,Bad
No checking account,9,Critical/other existing credits,New car,1224,<100 DM,1–4 years,3,Male: single,None,1,Real estate,30,None,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,12,Critical/other existing credits,Radio/TV,522,500–1000 DM,>=7 years,4,Male: single,None,4,Building society/life insurance,42,None,Own,2,Skilled employee/official,2,Yes,Yes,Good
< 0 DM,12,Existing paid duly,Radio/TV,1498,<100 DM,1–4 years,4,Female: divorced/separated/married,None,1,Car/other,23,Bank,Own,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,30,Delay in past,Radio/TV,1919,100–500 DM,<1 year,4,Male: single,None,3,Unknown/no property,30,Stores,Own,2,Management/self-employed/highly qualified,1,None,Yes,Bad
>= 200 DM,9,Existing paid duly,Radio/TV,745,<100 DM,1–4 years,3,Female: divorced/separated/married,None,2,Real estate,28,None,Own,1,Unskilled resident,1,None,Yes,Bad
0–200 DM,6,Existing paid duly,Radio/TV,2063,<100 DM,<1 year,4,Male: married/widowed,None,3,Car/other,30,None,Rent,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
0–200 DM,60,Existing paid duly,Education,6288,<100 DM,1–4 years,4,Male: single,None,4,Unknown/no property,42,None,For free,1,Skilled employee/official,1,None,Yes,Bad
No checking account,24,Critical/other existing credits,Used car,6842,Unknown/no savings,1–4 years,2,Male: single,None,4,Building society/life insurance,46,None,Own,2,Management/self-employed/highly qualified,2,Yes,Yes,Good
No checking account,12,Existing paid duly,New car,3527,Unknown/no savings,<1 year,2,Male: single,None,3,Building society/life insurance,45,None,Own,1,Management/self-employed/highly qualified,2,Yes,Yes,Good
No checking account,10,Existing paid duly,New car,1546,<100 DM,1–4 years,3,Male: single,None,2,Real estate,31,None,Own,1,Unskilled resident,2,None,No,Good
No checking account,24,Existing paid duly,Furniture/equipment,929,Unknown/no savings,4–7 years,4,Male: single,None,2,Car/other,31,Stores,Own,1,Skilled employee/official,1,Yes,Yes,Good
No checking account,4,Critical/other existing credits,New car,1455,<100 DM,4–7 years,2,Male: single,None,1,Real estate,42,None,Own,3,Unskilled resident,2,None,Yes,Good
< 0 DM,15,Existing paid duly,Furniture/equipment,1845,<100 DM,<1 year,4,Female: divorced/separated/married,Guarantor,1,Building society/life insurance,46,None,Rent,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,48,No credits/all paid,New car,8358,500–1000 DM,<1 year,1,Female: divorced/separated/married,None,1,Car/other,30,None,Own,2,Skilled employee/official,1,None,Yes,Good
< 0 DM,24,All paid,Furniture/equipment,3349,500–1000 DM,<1 year,4,Male: single,None,4,Unknown/no property,30,None,For free,1,Skilled employee/official,2,Yes,Yes,Bad
No checking account,12,Existing paid duly,New car,2859,Unknown/no savings,Unemployed,4,Male: single,None,4,Unknown/no property,38,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
No checking account,18,Existing paid duly,Furniture/equipment,1533,<100 DM,<1 year,4,Male: married/widowed,Co-applicant,1,Building society/life insurance,43,None,Own,1,Unskilled resident,2,None,Yes,Bad
No checking account,24,Existing paid duly,Radio/TV,3621,100–500 DM,>=7 years,2,Male: single,None,4,Car/other,31,None,Own,2,Skilled employee/official,1,None,Yes,Bad
0–200 DM,18,Critical/other existing credits,Business,3590,<100 DM,Unemployed,3,Male: married/widowed,None,3,Car/other,40,None,Own,3,Unemployed/unskilled non-resident,2,Yes,Yes,Good
< 0 DM,36,Delay in past,Business,2145,<100 DM,4–7 years,2,Male: single,None,1,Car/other,24,None,Own,2,Skilled employee/official,1,Yes,Yes,Bad
0–200 DM,24,Existing paid duly,Used car,4113,500–1000 DM,<1 year,3,Female: divorced/separated/married,None,4,Car/other,28,None,Rent,1,Skilled employee/official,1,None,Yes,Bad
No checking account,36,Existing paid duly,Furniture/equipment,10974,<100 DM,Unemployed,4,Female: divorced/separated/married,None,2,Car/other,26,None,Own,2,Management/self-employed/highly qualified,1,Yes,Yes,Bad
< 0 DM,12,Existing paid duly,New car,1893,<100 DM,1–4 years,4,Female: divorced/separated/married,Guarantor,4,Building society/life insurance,29,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
< 0 DM,24,Critical/other existing credits,Radio/TV,1231,>=1000 DM,>=7 years,4,Female: divorced/separated/married,None,4,Building society/life insurance,57,None,Rent,2,Management/self-employed/highly qualified,1,Yes,Yes,Good
>= 200 DM,30,Critical/other existing credits,Radio/TV,3656,Unknown/no savings,>=7 years,4,Male: single,None,4,Building society/life insurance,49,Stores,Own,2,Unskilled resident,1,None,Yes,Good
0–200 DM,9,Critical/other existing credits,Radio/TV,1154,<100 DM,>=7 years,2,Male: single,None,4,Real estate,37,None,Own,3,Unskilled resident,1,None,Yes,Good
< 0 DM,28,Existing paid duly,New car,4006,<100 DM,1–4 years,3,Male: single,None,2,Car/other,45,None,Own,1,Unskilled resident,1,None,Yes,Bad
0–200 DM,24,Existing paid duly,Furniture/equipment,3069,100–500 DM,>=7 years,4,Male: single,None,4,Unknown/no property,30,None,For free,1,Skilled employee/official,1,None,Yes,Good
No checking account,6,Critical/other existing credits,Radio/TV,1740,<100 DM,>=7 years,2,Male: married/widowed,None,2,Real estate,30,None,Rent,2,Skilled employee/official,1,None,Yes,Good
0–200 DM,21,Delay in past,New car,2353,<100 DM,1–4 years,1,Male: divorced/separated,None,4,Building society/life insurance,47,None,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,15,Existing paid duly,New car,3556,Unknown/no savings,1–4 years,3,Male: single,None,2,Unknown/no property,29,None,Own,1,Skilled employee/official,1,None,Yes,Good
No checking account,24,Existing paid duly,Radio/TV,2397,500–1000 DM,>=7 years,3,Male: single,None,2,Car/other,35,Bank,Own,2,Skilled employee/official,1,Yes,Yes,Bad
0–200 DM,6,Existing paid duly,Repairs,454,<100 DM,<1 year,3,Male: married/widowed,None,1,Building society/life insurance,22,None,Own,1,Unskilled resident,1,None,Yes,Good
0–200 DM,30,Existing paid duly,Radio/TV,1715,Unknown/no savings,1–4 years,4,Female: divorced/separated/married,None,1,Car/other,26,None,Own,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,27,Critical/other existing credits,Radio/TV,2520,500–1000 DM,1–4 years,4,Male: single,None,2,Building society/life insurance,23,None,Own,2,Unskilled resident,1,None,Yes,Bad
No checking account,15,Existing paid duly,Radio/TV,3568,<100 DM,>=7 years,4,Female: divorced/separated/married,None,2,Car/other,54,Bank,Rent,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
No checking account,42,Existing paid duly,Radio/TV,7166,Unknown/no savings,4–7 years,2,Male: married/widowed,None,4,Building society/life insurance,29,None,Rent,1,Skilled employee/official,1,Yes,Yes,Good
< 0 DM,11,Critical/other existing credits,New car,3939,<100 DM,1–4 years,1,Male: single,None,2,Real estate,40,None,Own,2,Unskilled resident,2,None,Yes,Good
0–200 DM,15,Existing paid duly,Repairs,1514,100–500 DM,1–4 years,4,Male: single,Guarantor,2,Real estate,22,None,Own,1,Skilled employee/official,1,None,Yes,Good
No checking account,24,Existing paid duly,New car,7393,<100 DM,1–4 years,1,Male: single,None,4,Building society/life insurance,43,None,Own,1,Unskilled resident,2,None,Yes,Good
< 0 DM,24,All paid,New car,1193,<100 DM,Unemployed,1,Female: divorced/separated/married,Co-applicant,4,Unknown/no property,29,None,Rent,2,Unemployed/unskilled non-resident,1,None,Yes,Bad
< 0 DM,60,Existing paid duly,Business,7297,<100 DM,>=7 years,4,Male: single,Co-applicant,4,Unknown/no property,36,None,Rent,1,Skilled employee/official,1,None,Yes,Bad
No checking account,30,Critical/other existing credits,Radio/TV,2831,<100 DM,1–4 years,4,Female: divorced/separated/married,None,2,Car/other,33,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
>= 200 DM,24,Existing paid duly,Radio/TV,1258,500–1000 DM,1–4 years,3,Female: divorced/separated/married,None,3,Car/other,57,None,Own,1,Unskilled resident,1,None,Yes,Good
0–200 DM,6,Existing paid duly,Radio/TV,753,<100 DM,1–4 years,2,Female: divorced/separated/married,Guarantor,3,Real estate,64,None,Own,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,18,Delay in past,Business,2427,Unknown/no savings,>=7 years,4,Male: single,None,2,Building society/life insurance,42,None,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,24,Delay in past,New car,2538,<100 DM,>=7 years,4,Male: single,None,4,Car/other,47,None,Own,2,Unskilled resident,2,None,Yes,Bad
0–200 DM,15,All paid,New car,1264,100–500 DM,1–4 years,2,Male: married/widowed,None,2,Building society/life insurance,25,None,Rent,1,Skilled employee/official,1,None,Yes,Bad
0–200 DM,30,Critical/other existing credits,Furniture/equipment,8386,<100 DM,4–7 years,2,Male: single,None,2,Building society/life insurance,49,None,Own,1,Skilled employee/official,1,None,Yes,Bad
No checking account,48,Existing paid duly,Business,4844,<100 DM,Unemployed,3,Male: single,None,2,Car/other,33,Bank,Rent,1,Management/self-employed/highly qualified,1,Yes,Yes,Bad
>= 200 DM,21,Existing paid duly,New car,2923,100–500 DM,1–4 years,1,Female: divorced/separated/married,None,1,Car/other,28,Bank,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
< 0 DM,36,Existing paid duly,Used car,8229,<100 DM,1–4 years,2,Male: single,None,2,Building society/life insurance,26,None,Own,1,Skilled employee/official,2,None,Yes,Bad
No checking account,24,Critical/other existing credits,Furniture/equipment,2028,<100 DM,4–7 years,2,Male: single,None,2,Building society/life insurance,30,None,Own,2,Unskilled resident,1,None,Yes,Good
< 0 DM,15,Critical/other existing credits,Furniture/equipment,1433,<100 DM,1–4 years,4,Female: divorced/separated/married,None,3,Building society/life insurance,25,None,Rent,2,Skilled employee/official,1,None,Yes,Good
>= 200 DM,42,No credits/all paid,Business,6289,<100 DM,<1 year,2,Male: divorced/separated,None,1,Building society/life insurance,33,None,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,13,Existing paid duly,Radio/TV,1409,100–500 DM,Unemployed,2,Female: divorced/separated/married,None,4,Real estate,64,None,Own,1,Skilled employee/official,1,None,Yes,Good
< 0 DM,24,Existing paid duly,Used car,6579,<100 DM,Unemployed,4,Male: single,None,2,Unknown/no property,29,None,For free,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
0–200 DM,24,Critical/other existing credits,Radio/TV,1743,<100 DM,>=7 years,4,Male: single,None,2,Building society/life insurance,48,None,Own,2,Unskilled resident,1,None,Yes,Good
No checking account,12,Critical/other existing credits,Education,3565,Unknown/no savings,<1 year,2,Male: single,None,1,Building society/life insurance,37,None,Own,2,Unskilled resident,2,None,Yes,Good
No checking account,15,All paid,Radio/TV,1569,100–500 DM,>=7 years,4,Male: single,None,4,Car/other,34,Bank,Own,1,Unskilled resident,2,None,Yes,Good
< 0 DM,18,Existing paid duly,Radio/TV,1936,Unknown/no savings,4–7 years,2,Male: married/widowed,None,4,Car/other,23,None,Rent,2,Unskilled resident,1,None,Yes,Good
< 0 DM,36,Existing paid duly,Furniture/equipment,3959,<100 DM,Unemployed,4,Male: single,None,3,Building society/life insurance,30,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
No checking account,12,Existing paid duly,New car,2390,Unknown/no savings,>=7 years,4,Male: single,None,3,Car/other,50,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
No checking account,12,Existing paid duly,Furniture/equipment,1736,<100 DM,4–7 years,3,Female: divorced/separated/married,None,4,Real estate,31,None,Own,1,Unskilled resident,1,None,Yes,Good
< 0 DM,30,Existing paid duly,Used car,3857,<100 DM,1–4 years,4,Male: divorced/separated,None,4,Building society/life insurance,40,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
No checking account,12,Existing paid duly,Radio/TV,804,<100 DM,>=7 years,4,Male: single,None,4,Car/other,38,None,Own,1,Skilled employee/official,1,None,Yes,Good
< 0 DM,45,Existing paid duly,Radio/TV,1845,<100 DM,1–4 years,4,Male: single,None,4,Unknown/no property,23,None,For free,1,Skilled employee/official,1,Yes,Yes,Bad
0–200 DM,45,Critical/other existing credits,Used car,4576,100–500 DM,Unemployed,3,Male: single,None,4,Car/other,27,None,Own,1,Skilled employee/official,1,None,Yes,Good
